customer_id,total_product_A,total_product_B,total_purchases
C075644,6,7,5
C075645,0,3,1
C075646,5,4,2
C075647,5,19,4
C075648,19,5,6
C075649,11,12,4
C075650,7,0,1
C075651,8,0,2
C075652,5,5,2
C075653,5,8,3
C075654,0,1,1
C075655,21,1,5
C075656,10,3,4
C075657,0,6,1
C075658,0,27,5
C075659,12,5,4
C075660,6,5,3
C075661,15,7,4
C075662,11,0,3
C075663,0,24,5
C075664,0,7,1
C075665,11,6,3
C075666,7,17,6
C075667,8,17,6
C075668,19,9,6
C075669,12,10,4
C075670,6,15,6
C075671,6,18,5
C075672,6,11,5
C075673,13,22,6
C075674,0,18,5
C075675,8,5,4
C075676,13,10,6
C075677,15,8,6
C075678,0,2,1
C075679,16,4,5
C075680,4,0,2
C075681,0,6,3
C075682,13,21,6
C075683,16,8,6
C075684,0,18,3
C075685,9,18,6
C075686,4,21,5
C075687,18,12,6
C075688,9,11,5
C075689,10,9,5
C075690,0,5,1
C075691,9,8,6
C075692,8,7,3
C075693,21,1,4
C075694,4,16,3
C075695,3,15,4
C075696,5,13,3
C075697,0,6,1
C075698,12,12,4
C075699,5,3,3
C075700,25,7,6
C075701,6,5,4
C075702,2,17,6
C075703,11,16,5
C075704,16,4,4
C075705,8,3,2
C075706,5,7,2
C075707,0,6,1
C075708,17,7,6
C075709,6,4,2
C075710,7,15,6
C075711,14,5,5
C075712,0,7,1
C075713,8,0,1
C075714,14,17,5
C075715,6,0,1
C075716,6,9,3
C075717,0,10,2
C075718,8,10,3
C075719,8,4,3
C075720,4,17,5
C075721,3,13,4
C075722,7,14,4
C075723,6,4,2
C075724,0,15,2
C075725,0,1,1
C075726,4,24,5
C075727,3,11,3
C075728,13,8,5
C075729,6,7,3
C075730,0,3,1
C075731,19,9,5
C075732,19,6,6
C075733,0,4,2
C075734,0,7,1
C075735,13,19,5
C075736,4,4,2
C075737,0,1,1
C075738,4,0,1
C075739,3,10,6
C075740,32,0,6
C075741,17,6,6
C075742,18,12,6
C075743,3,3,2
C075744,4,5,4
C075745,0,8,2
C075746,0,4,1
C075747,3,3,3
C075748,7,7,2
C075749,0,16,4
C075750,14,0,3
C075751,12,11,6
C075752,4,11,3
C075753,8,11,3
C075754,6,8,3
C075755,2,0,1
C075756,0,7,3
C075757,11,18,6
C075758,10,5,3
C075759,13,6,5
C075760,5,24,6
C075761,5,9,3
C075762,7,16,5
C075763,0,8,1
C075764,9,0,2
C075765,13,19,6
C075766,19,2,6
C075767,9,7,4
C075768,9,21,6
C075769,0,5,1
C075770,0,5,1
C075771,4,4,2
C075772,12,4,3
C075773,16,4,5
C075774,0,9,2
C075775,20,5,6
C075776,7,3,3
C075777,1,0,1
C075778,11,5,4
C075779,3,27,6
C075780,0,6,2
C075781,8,12,4
C075782,13,14,6
C075783,0,5,1
C075784,11,8,4
C075785,6,11,3
C075786,6,0,1
C075787,10,13,4
C075788,5,1,2
C075789,7,1,2
C075790,9,1,3
C075791,7,16,4
C075792,7,14,3
C075793,2,0,1
C075794,8,0,2
C075795,8,4,2
C075796,10,0,3
C075797,8,14,4
C075798,12,0,2
C075799,6,7,3
C075800,8,0,1
C075801,0,2,1
C075802,0,23,6
C075803,12,17,6
C075804,1,8,3
C075805,13,6,4
C075806,0,13,4
C075807,0,3,1
C075808,15,12,4
C075809,0,11,2
C075810,3,1,2
C075811,25,3,5
C075812,4,8,2
C075813,1,2,2
C075814,0,8,1
C075815,18,8,6
C075816,6,21,6
C075817,12,8,3
C075818,4,4,2
C075819,8,8,4
C075820,6,21,6
C075821,12,12,4
C075822,6,25,5
C075823,30,2,6
C075824,6,5,3
C075825,9,8,4
C075826,4,7,4
C075827,8,0,2
C075828,7,6,2
C075829,14,0,4
C075830,5,13,4
C075831,11,17,6
C075832,9,3,3
C075833,2,8,2
C075834,7,0,1
C075835,18,14,5
C075836,28,12,6
C075837,9,7,3
C075838,7,7,3
C075839,3,2,3
C075840,3,0,1
C075841,5,0,2
C075842,15,8,5
C075843,12,13,5
C075844,24,3,5
C075845,8,13,5
C075846,24,1,4
C075847,15,8,3
C075848,3,0,1
C075849,4,6,3
C075850,17,8,5
C075851,12,4,4
C075852,9,5,5
C075853,7,5,3
C075854,0,6,2
C075855,0,2,1
C075856,2,6,2
C075857,9,1,3
C075858,8,0,1
C075859,19,7,6
C075860,13,12,5
C075861,10,5,3
C075862,4,5,3
C075863,1,0,1
C075864,7,0,2
C075865,1,6,2
C075866,2,5,4
C075867,8,4,3
C075868,0,7,1
C075869,8,0,1
C075870,5,0,1
C075871,13,16,6
C075872,1,15,5
C075873,5,3,2
C075874,15,9,6
C075875,7,8,4
C075876,6,4,4
C075877,8,9,5
C075878,5,0,1
C075879,0,17,3
C075880,6,0,1
C075881,8,26,5
C075882,12,0,2
C075883,22,2,5
C075884,0,18,3
C075885,3,0,1
C075886,14,6,5
C075887,18,0,4
C075888,1,6,3
C075889,9,10,5
C075890,7,2,3
C075891,0,23,4
C075892,16,0,4
C075893,2,1,2
C075894,6,23,5
C075895,0,9,2
C075896,14,25,6
C075897,5,6,4
C075898,7,3,3
C075899,21,2,6
C075900,7,14,3
C075901,2,13,4
C075902,20,7,6
C075903,1,8,3
C075904,24,9,6
C075905,8,4,3
C075906,0,11,3
C075907,16,9,6
C075908,6,4,3
C075909,13,6,4
C075910,4,2,2
C075911,0,5,1
C075912,6,0,2
C075913,6,2,2
C075914,3,13,6
C075915,6,4,3
C075916,4,6,2
C075917,9,18,5
C075918,11,13,6
C075919,0,3,1
C075920,7,0,1
C075921,8,9,4
C075922,0,18,5
C075923,12,0,3
C075924,16,4,4
C075925,20,0,4
C075926,14,5,5
C075927,11,5,3
C075928,8,8,4
C075929,3,9,4
C075930,8,5,2
C075931,14,10,6
C075932,6,0,1
C075933,28,0,5
C075934,0,6,1
C075935,0,2,1
C075936,11,10,4
C075937,14,13,5
C075938,0,14,4
C075939,6,5,3
C075940,7,13,4
C075941,7,3,4
C075942,1,11,3
C075943,0,10,2
C075944,0,14,3
C075945,11,5,5
C075946,7,17,6
C075947,1,0,1
C075948,5,14,6
C075949,0,27,4
C075950,9,14,4
C075951,22,1,5
C075952,7,8,3
C075953,8,12,4
C075954,9,12,6
C075955,12,9,5
C075956,15,18,6
C075957,26,1,6
C075958,6,0,2
C075959,8,13,5
C075960,1,3,2
C075961,11,2,5
C075962,3,11,3
C075963,0,11,2
C075964,8,0,2
C075965,2,1,2
C075966,10,4,5
C075967,0,11,3
C075968,15,9,5
C075969,15,10,6
C075970,7,0,2
C075971,10,6,5
C075972,13,4,4
C075973,16,8,5
C075974,10,16,6
C075975,3,0,1
C075976,11,17,5
C075977,8,9,4
C075978,7,8,4
C075979,8,9,5
C075980,7,6,4
C075981,7,22,6
C075982,14,1,3
C075983,0,9,3
C075984,10,6,3
C075985,10,12,6
C075986,18,10,5
C075987,9,12,4
C075988,11,1,4
C075989,3,0,1
C075990,19,15,6
C075991,12,8,4
C075992,11,0,3
C075993,9,15,6
C075994,15,21,6
C075995,0,12,2
C075996,10,25,6
C075997,0,4,2
C075998,19,8,6
C075999,1,10,4
C076000,6,7,2
C076001,0,26,4
C076002,6,7,5
C076003,10,11,4
C076004,0,10,2
C076005,0,1,1
C076006,9,1,4
C076007,14,12,5
C076008,3,0,1
C076009,5,14,3
C076010,6,0,1
C076011,20,6,6
C076012,0,4,1
C076013,11,19,6
C076014,0,6,1
C076015,17,0,4
C076016,2,7,3
C076017,0,8,1
C076018,14,3,4
C076019,9,15,6
C076020,0,10,2
C076021,3,4,3
C076022,1,16,5
C076023,13,9,6
C076024,9,3,4
C076025,4,15,6
C076026,6,7,5
C076027,10,7,5
C076028,8,0,1
C076029,5,0,1
C076030,11,0,3
C076031,23,2,6
C076032,21,8,6
C076033,0,8,1
C076034,12,9,4
C076035,11,5,4
C076036,5,2,3
C076037,7,4,2
C076038,0,1,1
C076039,6,7,3
C076040,12,6,4
C076041,9,24,6
C076042,3,6,3
C076043,15,8,5
C076044,0,16,2
C076045,9,0,2
C076046,12,9,4
C076047,10,12,4
C076048,6,5,2
C076049,0,3,1
C076050,0,20,4
C076051,8,8,4
C076052,0,2,1
C076053,30,0,6
C076054,20,13,6
C076055,18,7,5
C076056,12,12,6
C076057,8,6,2
C076058,6,1,2
C076059,7,0,2
C076060,8,15,4
C076061,0,8,3
C076062,14,18,6
C076063,14,0,3
C076064,20,9,6
C076065,3,1,2
C076066,16,6,3
C076067,0,17,4
C076068,25,11,6
C076069,5,0,1
C076070,26,3,6
C076071,15,0,3
C076072,9,11,5
C076073,7,3,4
C076074,18,10,6
C076075,12,7,4
C076076,0,8,2
C076077,1,6,3
C076078,10,9,4
C076079,0,22,5
C076080,4,7,3
C076081,3,0,1
C076082,0,11,2
C076083,7,4,2
C076084,9,6,3
C076085,25,8,6
C076086,14,16,6
C076087,7,7,3
C076088,1,5,2
C076089,4,0,1
C076090,13,3,5
C076091,8,8,3
C076092,9,8,6
C076093,6,3,2
C076094,4,10,3
C076095,4,20,6
C076096,3,0,1
C076097,6,0,2
C076098,5,0,2
C076099,26,11,6
C076100,24,6,6
C076101,13,13,5
C076102,9,12,5
C076103,5,15,6
C076104,10,7,3
C076105,22,0,5
C076106,17,8,4
C076107,10,14,4
C076108,2,4,2
C076109,8,11,5
C076110,13,0,2
C076111,0,8,1
C076112,0,23,5
C076113,0,10,2
C076114,13,16,5
C076115,7,0,1
C076116,6,23,6
C076117,13,6,6
C076118,3,2,3
C076119,13,0,2
C076120,0,6,2
C076121,2,1,2
C076122,11,2,3
C076123,6,23,6
C076124,2,0,1
C076125,7,0,1
C076126,6,0,1
C076127,14,6,4
C076128,0,4,1
C076129,0,11,2
C076130,7,24,5
C076131,8,15,5
C076132,4,5,2
C076133,6,11,4
C076134,7,0,2
C076135,4,4,2
C076136,17,8,6
C076137,7,8,4
C076138,2,3,2
C076139,10,14,5
C076140,9,0,2
C076141,8,4,3
C076142,6,12,3
C076143,0,7,1
C076144,9,11,4
C076145,9,9,5
C076146,0,17,3
C076147,4,0,1
C076148,13,17,6
C076149,0,2,1
C076150,18,1,5
C076151,9,9,4
C076152,14,0,3
C076153,9,1,3
C076154,7,17,6
C076155,0,12,4
C076156,6,17,4
C076157,8,0,1
C076158,5,16,5
C076159,9,12,6
C076160,4,3,2
C076161,7,24,6
C076162,0,2,1
C076163,0,8,1
C076164,19,12,6
C076165,2,15,6
C076166,4,17,4
C076167,5,14,4
C076168,13,17,6
C076169,9,20,6
C076170,13,8,3
C076171,0,4,1
C076172,13,13,5
C076173,7,7,5
C076174,19,7,6
C076175,12,18,6
C076176,4,12,3
C076177,13,0,2
C076178,13,6,4
C076179,0,4,1
C076180,8,7,3
C076181,9,1,3
C076182,27,3,5
C076183,7,0,1
C076184,0,1,1
C076185,1,9,4
C076186,6,11,6
C076187,2,9,3
C076188,13,3,3
C076189,6,0,1
C076190,7,9,4
C076191,25,4,6
C076192,7,13,3
C076193,8,27,6
C076194,8,18,5
C076195,8,0,2
C076196,3,4,3
C076197,6,12,6
C076198,9,6,5
C076199,21,1,5
C076200,7,0,1
C076201,4,21,5
C076202,13,15,5
C076203,12,11,4
C076204,9,12,5
C076205,6,6,3
C076206,7,0,1
C076207,13,22,5
C076208,21,1,6
C076209,0,2,1
C076210,16,0,3
C076211,11,8,6
C076212,8,10,3
C076213,5,7,4
C076214,8,6,2
C076215,10,20,6
C076216,16,12,6
C076217,11,14,6
C076218,0,5,1
C076219,2,0,1
C076220,0,3,1
C076221,17,2,5
C076222,10,9,4
C076223,20,9,5
C076224,6,0,1
C076225,11,7,3
C076226,24,2,5
C076227,3,11,4
C076228,10,2,5
C076229,5,1,2
C076230,0,4,2
C076231,9,1,3
C076232,4,20,6
C076233,8,17,4
C076234,0,7,1
C076235,1,0,1
C076236,22,13,6
C076237,8,6,3
C076238,12,15,5
C076239,6,10,5
C076240,7,5,2
C076241,7,15,3
C076242,2,3,2
C076243,16,10,6
C076244,4,6,4
C076245,9,16,5
C076246,17,7,5
C076247,7,20,5
C076248,1,12,4
C076249,0,5,2
C076250,10,9,4
C076251,11,11,5
C076252,0,3,1
C076253,0,7,1
C076254,7,8,4
C076255,6,0,2
C076256,19,0,4
C076257,4,12,4
C076258,4,2,2
C076259,5,16,4
C076260,10,14,5
C076261,5,4,3
C076262,2,11,4
C076263,10,8,5
C076264,0,7,1
C076265,0,13,2
C076266,10,16,6
C076267,7,4,2
C076268,12,0,2
C076269,18,9,6
C076270,10,0,2
C076271,0,9,2
C076272,8,8,2
C076273,8,16,5
C076274,16,12,5
C076275,8,3,5
C076276,10,11,6
C076277,8,9,4
C076278,2,3,2
C076279,23,7,6
C076280,15,13,6
C076281,20,10,5
C076282,0,30,6
C076283,25,14,6
C076284,3,0,1
C076285,5,0,1
C076286,10,11,5
C076287,5,2,2
C076288,1,29,5
C076289,3,0,1
C076290,14,0,2
C076291,0,2,1
C076292,8,2,3
C076293,9,4,5
C076294,14,10,5
C076295,7,11,5
C076296,7,6,3
C076297,15,0,4
C076298,8,6,2
C076299,7,0,1
C076300,12,15,6
C076301,0,5,1
C076302,5,0,1
C076303,0,7,1
C076304,6,13,5
C076305,20,5,4
C076306,13,9,5
C076307,11,9,6
C076308,0,5,1
C076309,3,4,2
C076310,9,11,6
C076311,23,12,6
C076312,0,4,1
C076313,9,12,5
C076314,4,21,5
C076315,1,0,1
C076316,15,14,4
C076317,0,4,1
C076318,5,9,3
C076319,23,0,6
C076320,6,13,6
C076321,22,3,6
C076322,8,24,6
C076323,11,4,3
C076324,1,10,4
C076325,16,0,4
C076326,11,17,6
C076327,27,0,5
C076328,0,8,2
C076329,5,20,6
C076330,0,9,2
C076331,3,3,2
C076332,3,0,1
C076333,20,14,6
C076334,6,0,2
C076335,8,8,5
C076336,11,6,4
C076337,8,13,3
C076338,16,7,5
C076339,1,6,2
C076340,0,16,3
C076341,11,18,5
C076342,11,5,6
C076343,18,1,5
C076344,0,7,2
C076345,5,7,3
C076346,0,24,6
C076347,8,4,3
C076348,9,0,2
C076349,16,18,6
C076350,6,16,6
C076351,5,8,3
C076352,5,0,2
C076353,4,9,3
C076354,11,11,6
C076355,0,13,2
C076356,16,0,3
C076357,8,5,3
C076358,7,5,3
C076359,3,13,3
C076360,10,16,4
C076361,11,4,3
C076362,20,9,6
C076363,20,10,6
C076364,7,11,3
C076365,1,8,4
C076366,7,14,3
C076367,11,13,5
C076368,20,0,3
C076369,0,8,1
C076370,24,8,6
C076371,12,14,5
C076372,8,5,2
C076373,6,15,4
C076374,17,2,6
C076375,7,4,5
C076376,13,7,6
C076377,13,8,5
C076378,7,9,5
C076379,1,2,2
C076380,5,5,2
C076381,3,4,2
C076382,8,8,6
C076383,17,4,6
C076384,10,9,6
C076385,8,10,4
C076386,3,15,5
C076387,23,15,6
C076388,3,5,2
C076389,13,7,4
C076390,8,3,4
C076391,0,3,2
C076392,7,10,4
C076393,21,7,5
C076394,18,3,5
C076395,8,22,6
C076396,14,6,3
C076397,11,2,3
C076398,7,8,4
C076399,8,13,5
C076400,15,3,5
C076401,7,7,2
C076402,13,6,5
C076403,0,18,5
C076404,10,12,6
C076405,3,8,2
C076406,12,13,5
C076407,0,1,1
C076408,8,8,6
C076409,13,5,4
C076410,11,4,3
C076411,14,4,5
C076412,9,14,4
C076413,28,5,6
C076414,2,10,3
C076415,9,5,5
C076416,0,8,1
C076417,4,10,4
C076418,12,7,6
C076419,7,0,1
C076420,21,8,6
C076421,20,9,6
C076422,2,7,2
C076423,20,0,4
C076424,6,2,3
C076425,8,22,4
C076426,3,12,4
C076427,0,2,1
C076428,18,7,5
C076429,9,8,4
C076430,9,12,4
C076431,7,11,5
C076432,10,1,3
C076433,0,21,3
C076434,7,0,3
C076435,5,10,4
C076436,13,0,2
C076437,12,6,6
C076438,31,0,5
C076439,0,9,3
C076440,7,8,2
C076441,9,12,4
C076442,1,1,2
C076443,8,14,6
C076444,8,17,5
C076445,17,11,5
C076446,16,14,6
C076447,11,9,4
C076448,7,0,1
C076449,5,0,2
C076450,0,6,1
C076451,6,3,2
C076452,8,2,3
C076453,3,0,1
C076454,2,1,3
C076455,12,0,4
C076456,9,0,2
C076457,3,7,3
C076458,7,4,2
C076459,25,0,5
C076460,0,5,2
C076461,14,13,5
C076462,10,22,5
C076463,1,0,1
C076464,8,8,4
C076465,0,21,4
C076466,0,8,1
C076467,0,10,2
C076468,6,3,2
C076469,11,6,5
C076470,7,28,6
C076471,3,8,2
C076472,11,15,5
C076473,13,17,6
C076474,0,20,4
C076475,10,0,2
C076476,7,8,5
C076477,0,9,2
C076478,7,10,3
C076479,1,0,1
C076480,7,0,1
C076481,8,0,1
C076482,0,10,3
C076483,8,10,4
C076484,8,16,4
C076485,1,2,3
C076486,1,11,3
C076487,14,10,4
C076488,8,6,2
C076489,2,0,1
C076490,11,0,3
C076491,1,8,2
C076492,7,8,3
C076493,0,14,5
C076494,27,7,5
C076495,13,13,5
C076496,11,18,6
C076497,12,16,6
C076498,0,5,2
C076499,33,0,6
C076500,12,16,6
C076501,5,19,5
C076502,0,8,2
C076503,0,5,1
C076504,9,7,3
C076505,7,22,6
C076506,7,6,4
C076507,7,7,4
C076508,0,9,2
C076509,8,0,1
C076510,38,0,6
C076511,7,0,1
C076512,6,2,2
C076513,11,10,5
C076514,18,5,4
C076515,4,24,6
C076516,0,17,4
C076517,17,2,5
C076518,6,10,4
C076519,0,7,1
C076520,8,0,1
C076521,4,2,2
C076522,7,9,3
C076523,5,15,5
C076524,7,18,4
C076525,2,4,2
C076526,7,5,2
C076527,0,1,1
C076528,6,23,6
C076529,13,6,4
C076530,11,11,6
C076531,0,6,1
C076532,8,7,2
C076533,10,2,3
C076534,0,9,2
C076535,15,15,6
C076536,13,2,4
C076537,4,5,3
C076538,7,10,3
C076539,0,5,1
C076540,8,3,2
C076541,14,7,3
C076542,15,2,4
C076543,15,19,6
C076544,5,0,1
C076545,5,14,5
C076546,0,11,2
C076547,5,11,4
C076548,1,0,1
C076549,10,7,3
C076550,21,5,6
C076551,17,8,4
C076552,2,0,1
C076553,7,11,3
C076554,2,12,4
C076555,8,3,3
C076556,12,6,4
C076557,6,24,6
C076558,12,3,4
C076559,14,16,6
C076560,26,3,5
C076561,14,0,2
C076562,11,8,4
C076563,8,8,2
C076564,3,1,2
C076565,30,5,6
C076566,9,12,4
C076567,5,0,1
C076568,4,16,5
C076569,0,3,1
C076570,4,0,2
C076571,5,0,1
C076572,7,18,6
C076573,8,13,3
C076574,17,12,6
C076575,20,18,6
C076576,8,8,2
C076577,0,9,3
C076578,15,8,5
C076579,0,6,1
C076580,3,0,1
C076581,4,0,1
C076582,9,8,4
C076583,8,0,2
C076584,7,12,4
C076585,7,7,3
C076586,8,2,2
C076587,12,0,2
C076588,6,0,2
C076589,9,3,4
C076590,9,10,4
C076591,0,5,1
C076592,8,6,4
C076593,12,14,5
C076594,6,0,1
C076595,4,0,1
C076596,3,0,1
C076597,0,7,2
C076598,5,24,5
C076599,18,10,5
C076600,9,5,4
C076601,15,7,4
C076602,11,18,6
C076603,5,10,5
C076604,0,2,1
C076605,7,19,5
C076606,22,10,6
C076607,6,0,1
C076608,0,4,1
C076609,0,2,1
C076610,17,15,6
C076611,12,12,6
C076612,0,8,2
C076613,5,18,5
C076614,0,6,1
C076615,4,29,6
C076616,7,7,4
C076617,11,4,5
C076618,3,14,4
C076619,0,10,2
C076620,12,10,5
C076621,2,0,1
C076622,10,16,6
C076623,21,7,5
C076624,18,8,5
C076625,2,11,3
C076626,0,9,2
C076627,1,7,4
C076628,0,4,1
C076629,16,5,5
C076630,11,16,6
C076631,6,2,3
C076632,0,14,3
C076633,12,7,6
C076634,0,12,2
C076635,0,7,2
C076636,7,16,6
C076637,2,6,3
C076638,8,12,4
C076639,0,14,3
C076640,0,17,3
C076641,12,12,6
C076642,7,17,6
C076643,3,8,5
C076644,2,4,2
C076645,2,0,1
C076646,11,1,4
C076647,16,9,5
C076648,5,4,4
C076649,20,0,4
C076650,2,15,4
C076651,8,8,5
C076652,7,0,1
C076653,4,0,1
C076654,1,7,2
C076655,2,9,3
C076656,5,0,1
C076657,0,16,3
C076658,8,0,1
C076659,8,2,3
C076660,10,15,5
C076661,3,19,5
C076662,15,11,6
C076663,8,11,6
C076664,14,15,5
C076665,27,0,6
C076666,9,4,3
C076667,7,0,1
C076668,0,5,1
C076669,6,12,5
C076670,14,10,5
C076671,10,12,4
C076672,13,0,2
C076673,7,0,1
C076674,12,0,3
C076675,3,9,3
C076676,5,1,3
C076677,27,2,6
C076678,8,1,3
C076679,6,0,1
C076680,11,0,2
C076681,8,0,2
C076682,15,9,5
C076683,2,26,6
C076684,16,12,5
C076685,12,4,5
C076686,8,19,5
C076687,0,4,1
C076688,2,6,4
C076689,21,9,6
C076690,3,0,1
C076691,12,0,3
C076692,3,10,3
C076693,13,10,6
C076694,8,18,6
C076695,0,7,1
C076696,17,0,3
C076697,5,6,2
C076698,11,22,6
C076699,11,11,5
C076700,1,0,1
C076701,7,16,5
C076702,0,1,1
C076703,18,13,6
C076704,7,1,2
C076705,3,0,1
C076706,2,0,1
C076707,2,8,3
C076708,15,14,6
C076709,0,7,1
C076710,2,17,4
C076711,16,16,6
C076712,0,8,2
C076713,7,0,3
C076714,0,6,1
C076715,3,10,3
C076716,4,0,1
C076717,4,22,6
C076718,17,0,3
C076719,6,5,3
C076720,10,8,5
C076721,30,0,5
C076722,17,11,6
C076723,10,9,5
C076724,22,6,5
C076725,1,17,5
C076726,0,7,1
C076727,1,6,3
C076728,2,0,1
C076729,3,0,1
C076730,4,15,3
C076731,12,15,4
C076732,0,6,1
C076733,9,15,5
C076734,6,6,2
C076735,3,1,2
C076736,4,15,4
C076737,9,20,6
C076738,2,13,3
C076739,30,0,5
C076740,5,9,3
C076741,0,12,2
C076742,0,11,2
C076743,20,0,3
C076744,0,4,1
C076745,18,12,6
C076746,12,0,3
C076747,8,2,2
C076748,5,0,1
C076749,1,8,2
C076750,15,10,4
C076751,7,24,5
C076752,7,8,3
C076753,12,12,5
C076754,0,3,1
C076755,0,10,2
C076756,0,10,2
C076757,0,9,2
C076758,12,15,5
C076759,12,16,6
C076760,11,0,2
C076761,8,0,1
C076762,10,0,2
C076763,1,0,1
C076764,11,7,4
C076765,5,19,5
C076766,1,0,1
C076767,1,31,6
C076768,5,0,1
C076769,11,3,3
C076770,7,16,5
C076771,9,13,6
C076772,6,12,4
C076773,4,4,2
C076774,19,16,6
C076775,9,17,5
C076776,0,16,4
C076777,18,0,4
C076778,0,6,2
C076779,2,0,1
C076780,17,0,3
C076781,5,8,4
C076782,12,11,6
C076783,12,12,4
C076784,6,4,4
C076785,14,19,5
C076786,5,0,1
C076787,8,2,3
C076788,12,7,4
C076789,15,15,5
C076790,9,19,5
C076791,11,8,5
C076792,0,5,1
C076793,3,0,1
C076794,7,0,1
C076795,11,12,6
C076796,9,4,3
C076797,11,13,5
C076798,0,6,1
C076799,0,2,1
C076800,0,4,1
C076801,23,5,5
C076802,0,4,1
C076803,6,6,4
C076804,19,0,3
C076805,0,13,2
C076806,7,16,4
C076807,9,15,5
C076808,9,9,4
C076809,6,0,1
C076810,15,5,4
C076811,18,19,6
C076812,12,0,4
C076813,17,12,6
C076814,0,14,3
C076815,0,8,1
C076816,8,0,3
C076817,14,23,6
C076818,22,16,6
C076819,17,15,6
C076820,8,0,1
C076821,19,10,5
C076822,19,7,6
C076823,2,2,3
C076824,4,9,3
C076825,0,10,2
C076826,6,6,3
C076827,8,11,4
C076828,15,7,6
C076829,6,0,1
C076830,8,11,3
C076831,6,20,5
C076832,0,1,1
C076833,1,7,2
C076834,0,6,1
C076835,10,8,4
C076836,19,4,5
C076837,1,7,3
C076838,8,11,5
C076839,8,16,5
C076840,0,6,1
C076841,17,2,4
C076842,5,0,1
C076843,6,13,3
C076844,11,9,5
C076845,7,5,2
C076846,2,4,4
C076847,3,5,3
C076848,0,4,1
C076849,0,14,4
C076850,6,0,1
C076851,8,0,1
C076852,7,18,5
C076853,19,5,5
C076854,11,7,5
C076855,10,5,4
C076856,4,12,3
C076857,15,3,5
C076858,16,15,6
C076859,17,7,6
C076860,0,4,2
C076861,0,14,3
C076862,13,2,3
C076863,6,10,4
C076864,25,5,6
C076865,7,10,3
C076866,9,12,6
C076867,0,14,2
C076868,5,14,4
C076869,6,12,3
C076870,2,4,2
C076871,0,13,2
C076872,16,3,4
C076873,2,4,3
C076874,9,0,2
C076875,4,8,4
C076876,7,10,4
C076877,15,8,4
C076878,0,1,1
C076879,18,3,5
C076880,3,19,4
C076881,13,8,5
C076882,13,2,4
C076883,0,3,1
C076884,15,0,3
C076885,4,16,5
C076886,14,11,4
C076887,21,1,6
C076888,11,7,3
C076889,0,1,1
C076890,0,1,1
C076891,0,7,1
C076892,12,5,3
C076893,19,6,4
C076894,1,4,2
C076895,9,10,5
C076896,12,8,3
C076897,27,7,6
C076898,6,22,6
C076899,5,3,2
C076900,0,10,2
C076901,1,17,5
C076902,0,8,2
C076903,17,7,5
C076904,14,0,3
C076905,14,19,6
C076906,1,0,1
C076907,6,5,3
C076908,10,5,5
C076909,0,2,1
C076910,9,16,6
C076911,14,2,3
C076912,20,0,4
C076913,9,20,6
C076914,8,3,3
C076915,7,8,2
C076916,7,0,1
C076917,18,11,5
C076918,17,13,6
C076919,0,7,2
C076920,0,8,2
C076921,8,37,6
C076922,8,0,1
C076923,4,5,2
C076924,7,0,1
C076925,0,11,3
C076926,0,14,2
C076927,7,0,1
C076928,6,12,3
C076929,10,5,5
C076930,0,6,1
C076931,2,7,2
C076932,0,23,5
C076933,0,4,1
C076934,6,3,3
C076935,4,13,4
C076936,3,8,4
C076937,9,8,4
C076938,11,14,5
C076939,6,28,5
C076940,8,12,4
C076941,15,5,5
C076942,8,0,1
C076943,5,10,3
C076944,8,14,5
C076945,7,13,4
C076946,5,4,4
C076947,8,0,2
C076948,10,15,5
C076949,14,6,5
C076950,10,14,5
C076951,8,8,5
C076952,6,6,2
C076953,3,0,1
C076954,7,10,5
C076955,6,27,6
C076956,8,7,2
C076957,7,0,1
C076958,0,15,3
C076959,12,7,4
C076960,5,5,2
C076961,14,13,5
C076962,7,18,6
C076963,5,0,1
C076964,10,5,5
C076965,19,17,6
C076966,7,8,3
C076967,12,16,6
C076968,11,0,4
C076969,6,11,3
C076970,1,0,1
C076971,14,5,3
C076972,14,0,4
C076973,13,10,6
C076974,0,11,2
C076975,25,6,6
C076976,3,8,2
C076977,12,2,3
C076978,0,9,2
C076979,12,4,5
C076980,27,2,6
C076981,6,0,1
C076982,16,14,6
C076983,6,6,3
C076984,10,16,5
C076985,10,16,6
C076986,18,4,6
C076987,5,0,1
C076988,5,2,2
C076989,1,9,3
C076990,14,10,5
C076991,7,0,1
C076992,25,0,5
C076993,0,6,1
C076994,0,29,5
C076995,12,18,6
C076996,0,3,1
C076997,1,0,1
C076998,5,0,1
C076999,0,15,4
C077000,4,5,3
C077001,6,14,4
C077002,12,8,5
C077003,0,7,1
C077004,11,8,5
C077005,6,13,4
C077006,7,20,4
C077007,20,8,5
C077008,11,9,5
C077009,7,16,3
C077010,14,8,3
C077011,24,5,5
C077012,7,22,5
C077013,5,15,6
C077014,11,15,6
C077015,18,7,5
C077016,7,7,2
C077017,9,3,4
C077018,15,8,6
C077019,16,13,6
C077020,26,0,5
C077021,12,17,6
C077022,3,10,3
C077023,7,3,3
C077024,9,0,3
C077025,1,19,6
C077026,21,8,6
C077027,3,0,1
C077028,13,0,3
C077029,36,0,6
C077030,20,10,6
C077031,11,7,4
C077032,8,20,4
C077033,19,6,5
C077034,0,7,1
C077035,6,7,3
C077036,13,2,4
C077037,18,0,3
C077038,19,10,6
C077039,6,0,2
C077040,10,26,6
